7
1
28	-1	20	45	-1	-1	4	-1	33	10	11	30	-1	48	7	36	-1	-1	-1	3	40	41	18	14	27	-1	34	9	15	17	-1	31	26	-1	2	37	46	-1	38	39	-1	35	22	24	8	47	6	23	43
47	22	33	44	43	5	-1	21	-1	39	16	18	32	3	6	1	8	19	34	20	24	-1	10	49	-1	-1	37	2	-1	30	9	7	45	25	46	27	28	15	-1	4	29	17	36	42	48	-1	-1	14	38
-1	-1	15	8	12	6	-1	43	-1	35	22	36	-1	20	29	23	-1	32	33	28	17	16	-1	24	21	-1	40	31	1	38	27	18	37	48	11	-1	3	2	30	42	47	26	13	49	39	46	5	44	9
21	27	-1	40	-1	3	-1	13	-1	42	29	7	-1	2	44	30	-1	49	26	16	38	47	-1	48	11	25	15	20	8	-1	33	4	23	5	10	12	31	24	9	-1	32	41	45	-1	28	-1	-1	18	17
18	46	-1	-1	23	49	34	-1	8	9	-1	38	45	-1	43	22	15	37	2	13	42	1	30	17	32	35	36	5	-1	-1	39	-1	16	24	40	-1	10	7	14	-1	20	21	27	33	29	4	3	-1	11
48	17	-1	2	35	9	29	-1	24	31	26	12	27	47	45	18	46	-1	39	5	11	-1	28	-1	-1	6	38	33	3	-1	-1	13	22	34	20	19	8	25	49	1	43	36	7	15	41	16	-1	40	10
-1	37	24	41	25	7	-1	6	23	44	5	34	17	15	47	14	27	9	-1	10	31	19	39	3	46	-1	4	8	43	-1	-1	49	28	-1	42	-1	-1	-1	11	16	13	18	20	-1	1	32	21	12	-1
23	35	37	22	8	45	24	38	17	49	39	-1	-1	13	9	-1	47	-1	46	34	41	14	27	18	20	30	28	15	4	29	-1	48	6	-1	31	7	2	1	19	21	42	-1	-1	32	25	3	12	10	-1
49	12	-1	48	17	1	-1	8	14	-1	6	-1	19	31	2	27	16	-1	45	21	-1	-1	36	47	34	26	25	37	-1	43	35	-1	10	15	3	4	29	28	32	18	40	22	5	9	42	44	23	-1	-1
3	21	7	34	41	11	43	5	-1	37	30	47	16	24	31	8	48	42	40	4	32	2	6	10	-1	33	22	39	19	28	25	23	46	-1	-1	35	45	14	15	9	36	44	26	27	-1	-1	29	17	13
29	42	2	31	38	14	32	25	9	-1	21	3	44	34	36	-1	-1	35	11	22	18	43	1	7	17	40	-1	23	45	26	-1	20	30	27	16	-1	39	12	46	37	6	-1	28	4	15	41	49	47	19
-1	47	19	-1	44	16	6	45	18	28	36	10	42	29	23	17	3	26	14	25	12	48	9	31	-1	21	-1	38	32	1	7	41	-1	8	22	49	20	30	5	11	27	13	37	43	40	-1	34	35	46
26	-1	-1	28	4	18	9	15	-1	-1	-1	23	48	32	37	29	43	39	-1	19	1	45	-1	42	-1	5	44	49	21	34	12	40	14	2	33	10	38	17	47	41	25	16	30	-1	-1	8	31	7	36
-1	25	-1	36	-1	10	40	-1	12	1	35	4	2	43	49	15	-1	44	30	7	13	8	41	-1	-1	46	16	32	-1	42	47	38	17	9	-1	26	23	34	-1	3	31	-1	14	45	21	-1	-1	-1	6
8	18	36	33	31	41	17	28	47	40	23	13	34	45	46	38	-1	-1	42	11	29	-1	25	-1	22	10	27	19	48	14	30	15	5	26	-1	-1	37	49	43	35	12	39	9	3	16	-1	-1	20	4
25	39	42	4	22	12	14	26	29	-1	1	-1	11	-1	5	-1	18	43	31	8	19	9	3	28	41	36	35	47	10	20	46	34	-1	45	32	38	44	6	33	30	23	24	40	13	17	49	-1	37	-1
19	9	40	27	11	30	23	48	49	36	10	-1	18	4	32	-1	-1	20	3	24	28	21	-1	8	15	-1	2	7	-1	22	43	35	-1	1	47	25	26	-1	-1	17	16	46	31	29	14	42	39	6	45
37	10	3	-1	48	15	-1	20	42	17	25	44	43	-1	22	-1	23	34	-1	39	-1	-1	45	13	24	-1	33	46	49	16	2	-1	31	-1	36	-1	41	19	27	14	18	1	38	35	7	21	28	8	30
7	24	38	-1	21	47	45	30	37	2	-1	9	22	-1	48	44	13	14	10	-1	-1	23	29	1	16	42	43	-1	17	8	6	33	12	-1	39	5	-1	20	3	40	15	4	-1	25	34	18	26	46	32
16	-1	-1	-1	26	-1	1	35	-1	24	3	14	33	-1	30	45	4	6	-1	-1	-1	49	38	-1	18	34	-1	17	27	-1	44	42	40	19	23	28	-1	10	31	-1	48	2	-1	5	47	11	-1	36	22
34	44	46	49	20	28	2	-1	-1	6	-1	19	38	39	12	35	25	21	36	-1	26	30	5	-1	37	14	31	-1	18	4	24	-1	9	13	41	29	-1	45	42	-1	22	7	1	23	10	15	43	33	27
22	2	6	9	10	40	21	42	44	46	49	8	15	33	34	-1	38	16	23	14	39	-1	19	12	-1	27	29	28	-1	47	1	32	25	-1	26	17	35	18	-1	13	45	20	4	37	3	43	7	-1	24
-1	23	-1	-1	1	33	19	-1	36	45	28	-1	-1	6	-1	42	11	27	35	37	2	20	34	39	10	17	-1	18	7	48	21	22	8	38	-1	15	43	5	29	25	-1	30	32	-1	44	14	46	13	40
17	-1	35	29	16	25	-1	1	31	22	27	48	21	38	8	49	26	45	13	43	30	-1	4	41	40	-1	9	24	-1	-1	-1	14	44	20	-1	47	19	23	37	7	-1	42	6	-1	-1	33	36	5	-1
41	31	47	32	28	38	27	17	13	26	34	35	9	30	21	48	5	7	-1	6	25	36	8	44	42	37	3	14	33	19	18	43	24	-1	4	-1	-1	11	22	46	39	-1	15	10	20	-1	45	2	23
46	45	-1	30	36	-1	44	11	4	3	37	39	29	14	-1	-1	24	18	32	40	10	7	21	16	31	47	1	43	35	41	-1	6	15	42	5	-1	34	48	26	38	2	28	25	17	9	-1	8	22	49
43	5	18	37	7	34	39	23	41	19	20	32	-1	-1	1	4	29	15	17	-1	36	33	2	38	-1	11	49	22	31	40	45	27	-1	3	28	9	6	16	8	44	10	14	21	30	12	48	47	26	-1
42	4	-1	20	-1	-1	-1	40	10	5	-1	2	-1	18	33	28	9	3	44	47	22	-1	15	-1	13	23	-1	-1	46	-1	49	-1	11	17	29	-1	27	21	-1	-1	24	32	34	16	19	-1	-1	41	35
1	6	44	39	45	22	18	10	48	30	19	46	26	21	24	-1	14	8	-1	41	37	15	49	-1	9	-1	5	13	20	11	3	2	35	7	17	23	16	-1	-1	27	-1	29	42	28	36	40	25	32	34
32	3	10	24	33	-1	-1	41	-1	8	-1	45	-1	11	26	12	17	22	-1	29	9	18	16	35	-1	-1	42	4	5	49	37	30	1	47	44	46	-1	36	40	31	34	-1	-1	-1	2	6	27	-1	21
36	30	21	-1	40	23	-1	-1	-1	27	-1	-1	49	22	16	34	45	11	1	-1	4	-1	44	46	-1	41	47	29	28	31	13	-1	42	12	19	18	17	-1	-1	-1	14	5	43	-1	33	9	10	24	3
5	7	43	14	-1	17	16	29	35	18	33	37	20	-1	13	2	-1	-1	49	42	23	6	32	-1	8	3	10	27	-1	15	38	46	41	36	25	22	24	39	44	-1	21	9	48	11	26	12	19	4	-1
-1	29	9	12	37	4	31	-1	1	13	42	43	3	-1	39	5	6	-1	25	36	46	34	48	-1	23	-1	21	26	-1	24	32	45	27	-1	14	41	33	8	20	10	-1	-1	35	7	49	-1	-1	-1	18
27	28	34	-1	15	-1	26	14	-1	23	12	31	5	9	3	20	40	48	19	35	21	17	24	36	38	7	30	-1	16	33	10	-1	4	18	43	1	47	42	13	2	49	6	44	41	46	37	22	45	29
20	49	41	46	-1	2	-1	4	34	16	17	24	25	-1	27	-1	-1	33	38	18	44	12	40	22	14	28	19	1	29	23	-1	9	-1	6	21	11	30	32	45	43	37	-1	47	8	31	39	-1	15	-1
15	1	16	7	6	20	-1	36	39	48	13	49	41	-1	38	26	-1	-1	-1	-1	14	29	-1	43	25	18	23	21	40	-1	-1	28	-1	37	27	24	12	9	-1	32	44	-1	-1	34	11	35	17	3	47
35	38	5	10	24	31	33	-1	-1	32	45	42	30	26	25	7	49	41	27	1	3	28	22	15	36	-1	48	40	12	-1	-1	47	19	39	6	16	-1	46	17	23	11	-1	29	18	37	-1	20	-1	14
-1	40	4	42	30	27	25	34	-1	12	15	21	46	-1	28	47	37	24	-1	-1	5	44	17	2	49	19	32	-1	14	-1	11	36	-1	31	-1	43	7	22	-1	29	8	48	10	1	45	26	-1	9	39
-1	26	8	17	34	43	12	18	19	38	-1	29	31	23	11	39	2	36	22	48	45	35	13	37	-1	16	14	-1	24	9	41	-1	32	21	30	-1	5	3	28	6	-1	47	49	46	4	-1	15	27	25
45	41	11	19	32	-1	-1	44	7	20	14	1	-1	17	-1	-1	21	10	29	9	8	4	47	26	30	38	12	34	-1	46	16	25	49	43	15	2	13	27	18	-1	-1	40	-1	48	5	22	-1	-1	-1
2	-1	14	23	29	21	47	-1	43	25	-1	11	28	35	17	32	34	31	16	33	-1	10	20	27	1	9	46	45	26	7	48	5	18	22	13	39	42	38	4	49	41	37	8	12	6	30	40	19	-1
9	48	28	18	46	-1	49	27	22	4	47	33	10	-1	19	13	44	40	20	12	43	24	11	5	7	39	-1	3	42	-1	-1	1	2	29	34	-1	15	-1	25	45	-1	31	16	36	32	-1	38	21	41
12	43	39	5	3	24	20	16	-1	34	18	25	36	-1	4	11	32	1	8	38	-1	-1	26	9	-1	15	41	30	44	2	-1	19	29	46	-1	42	22	37	21	33	7	23	-1	47	13	10	14	49	48
31	15	25	-1	18	46	30	-1	-1	21	9	40	8	10	14	-1	22	23	28	44	48	27	33	-1	2	24	11	-1	38	32	42	17	47	41	45	13	49	43	1	5	26	12	39	-1	35	-1	-1	-1	20
10	32	23	-1	49	29	37	33	26	-1	44	17	6	-1	15	3	19	47	41	45	16	22	-1	34	5	13	18	-1	39	27	20	-1	-1	4	8	30	25	-1	48	24	9	11	46	38	43	28	2	31	7
6	34	45	13	-1	26	-1	-1	30	43	48	20	-1	42	40	-1	39	12	-1	2	33	38	37	4	47	49	17	10	-1	-1	28	11	3	-1	24	44	14	29	16	15	46	27	41	21	22	36	-1	1	8
-1	14	17	38	2	36	28	46	-1	47	-1	22	13	49	18	21	20	29	24	-1	-1	40	-1	-1	6	1	-1	44	30	37	15	16	43	33	48	-1	4	41	39	19	35	-1	-1	26	27	45	9	42	12
-1	8	22	-1	27	-1	-1	39	11	41	2	15	12	19	10	9	-1	17	43	26	35	3	46	-1	45	48	20	16	25	13	31	-1	7	14	49	36	18	47	6	34	28	38	33	40	23	5	24	-1	37
40	33	48	47	9	35	41	24	38	-1	-1	-1	23	-1	42	46	36	-1	-1	27	49	39	14	-1	19	43	8	12	6	5	-1	-1	34	10	-1	3	32	31	-1	20	17	-1	18	44	-1	-1	-1	-1	15
