8
1
-1	-1	22	-1	-1	54	11	-1	-1	-1	-1	34	13	37	58	-1	-1	2	60	21	18	-1	-1	-1	55	27	-1	-1	52	32	10	16	38	-1	-1	-1	-1	-1	63	25	42	-1	6	24	53	30	-1	-1	-1	26	-1	-1	-1	-1	-1	-1	8	17	39	-1	-1	57	43	19
-1	25	45	52	-1	-1	-1	53	-1	63	42	24	23	35	30	-1	13	57	-1	-1	9	-1	48	6	39	-1	2	-1	31	-1	-1	43	28	-1	46	4	60	-1	50	-1	-1	64	14	7	-1	-1	-1	47	27	-1	51	-1	-1	34	-1	15	16	26	-1	22	32	61	20	18
6	23	63	-1	46	56	31	26	60	-1	-1	36	-1	-1	55	8	-1	33	-1	-1	-1	3	-1	-1	64	41	50	5	-1	-1	58	1	53	2	-1	12	52	20	-1	29	34	28	-1	-1	51	57	48	62	42	14	-1	-1	-1	-1	9	61	11	-1	-1	-1	-1	49	27	-1
42	-1	-1	29	32	10	24	4	-1	39	-1	40	-1	11	20	-1	-1	1	59	-1	-1	15	58	36	-1	26	-1	-1	9	61	45	-1	41	-1	-1	56	-1	-1	22	-1	-1	-1	2	-1	-1	17	-1	-1	-1	-1	-1	-1	55	49	-1	19	-1	51	31	25	-1	14	3	52
47	37	-1	-1	2	13	8	-1	49	-1	-1	56	9	-1	41	6	-1	-1	50	-1	-1	-1	-1	-1	3	14	42	38	35	48	20	23	-1	5	64	-1	-1	61	57	26	31	16	-1	-1	11	-1	22	-1	-1	-1	62	-1	-1	-1	40	18	59	-1	-1	58	30	60	-1	54
-1	14	-1	-1	41	34	-1	19	50	2	61	22	-1	-1	26	-1	56	40	31	55	17	-1	-1	7	30	-1	62	25	29	15	57	-1	10	6	-1	-1	-1	-1	-1	16	49	-1	63	12	-1	38	43	44	35	20	-1	23	60	-1	33	64	4	-1	5	47	-1	-1	1	42
-1	-1	-1	-1	-1	35	-1	20	33	43	12	-1	21	1	-1	17	16	-1	62	-1	-1	-1	-1	27	-1	13	47	40	11	-1	51	53	-1	49	-1	-1	-1	54	48	-1	10	26	-1	56	18	9	-1	60	-1	50	38	-1	-1	-1	-1	-1	46	34	15	36	41	-1	6	29
-1	61	-1	1	27	50	38	43	51	-1	-1	-1	-1	64	48	16	-1	-1	-1	-1	42	26	35	39	33	-1	34	-1	28	-1	-1	-1	24	-1	-1	-1	-1	14	-1	-1	-1	-1	40	25	59	-1	19	45	6	5	57	-1	8	-1	12	30	13	10	56	-1	23	2	53	44
5	-1	26	42	22	38	20	-1	-1	-1	16	12	-1	-1	11	51	-1	29	-1	-1	40	-1	-1	54	-1	8	57	64	-1	62	-1	-1	61	10	-1	43	-1	-1	19	-1	46	48	13	60	41	44	58	1	-1	-1	27	50	25	35	63	47	7	14	-1	34	-1	32	-1	36
-1	-1	-1	11	-1	23	-1	-1	9	22	8	5	33	20	35	31	58	-1	64	19	14	-1	-1	51	25	44	-1	-1	37	-1	55	61	54	-1	-1	26	-1	-1	56	-1	17	7	-1	52	24	-1	-1	16	57	36	-1	-1	41	15	-1	-1	-1	-1	13	53	10	28	-1	12
-1	31	-1	-1	-1	-1	53	52	-1	-1	50	1	10	-1	49	57	36	-1	-1	-1	32	-1	-1	28	11	35	-1	19	-1	12	-1	38	-1	-1	-1	30	-1	16	44	17	5	40	39	64	62	-1	6	18	-1	34	-1	46	48	-1	7	58	-1	8	24	-1	54	-1	2	-1
18	-1	47	-1	25	6	3	46	-1	-1	62	-1	-1	-1	7	14	-1	-1	-1	27	61	-1	-1	-1	-1	60	-1	-1	54	52	30	-1	58	32	28	-1	20	48	-1	36	-1	-1	-1	43	-1	-1	8	9	33	-1	-1	56	-1	5	29	13	57	1	50	21	63	-1	41	49
-1	63	16	7	37	21	-1	41	-1	64	54	-1	-1	3	39	60	62	-1	2	-1	-1	1	57	23	50	-1	-1	18	26	-1	-1	-1	33	35	14	8	42	11	-1	52	4	61	-1	-1	10	53	-1	15	-1	-1	6	19	28	22	-1	-1	-1	-1	-1	30	-1	-1	-1	-1
4	33	-1	-1	30	-1	-1	28	44	-1	27	37	-1	41	-1	13	-1	-1	-1	34	-1	8	-1	63	-1	-1	51	-1	59	-1	-1	-1	5	23	25	62	29	40	-1	6	57	38	50	42	22	-1	20	32	54	53	26	21	31	60	-1	16	18	61	52	-1	11	-1	-1	64
27	50	14	-1	40	-1	-1	-1	28	25	-1	53	36	-1	24	15	20	-1	3	7	-1	30	37	-1	32	10	6	-1	-1	22	43	-1	-1	-1	57	45	12	4	-1	64	33	11	-1	-1	34	29	63	56	2	8	52	59	18	38	-1	62	-1	-1	48	-1	-1	-1	31	39
-1	-1	64	57	29	8	15	35	18	34	6	58	-1	-1	-1	-1	46	12	47	39	41	52	31	-1	20	23	63	49	-1	13	53	2	1	37	38	-1	7	50	-1	60	55	-1	-1	-1	19	28	-1	-1	-1	44	-1	45	43	30	-1	-1	3	33	62	5	40	-1	-1	-1
61	51	13	-1	50	20	55	-1	-1	-1	-1	-1	-1	-1	-1	38	-1	27	-1	-1	25	58	-1	21	-1	33	-1	-1	6	-1	46	39	16	-1	62	35	-1	41	-1	-1	56	-1	-1	-1	-1	-1	42	31	-1	-1	24	-1	-1	14	-1	32	15	47	-1	-1	49	30	-1	-1
-1	27	-1	9	-1	-1	40	47	-1	-1	11	30	50	61	1	25	-1	-1	8	-1	22	56	59	18	26	15	-1	3	-1	35	-1	-1	39	19	10	-1	-1	7	-1	-1	-1	41	34	-1	48	-1	12	-1	-1	28	23	44	42	-1	57	-1	5	-1	60	-1	21	24	52	-1
