7
1
-1	11	-1	-1	31	20	-1	-1	-1	36	46	-1	-1	5	-1	-1	19	48	-1	3	-1	-1	13	18	45	-1	-1	22	-1	-1	38	-1	39	49	14	2	-1	-1	-1	-1	34	21	-1	16	-1	40	-1	-1	26
-1	14	26	36	-1	18	13	47	16	-1	-1	-1	-1	15	-1	30	-1	-1	34	39	-1	-1	-1	19	1	-1	-1	28	-1	31	-1	40	-1	10	-1	41	-1	-1	-1	-1	17	43	-1	20	46	-1	7	-1	21
22	-1	42	-1	-1	-1	-1	9	34	3	38	-1	10	6	12	-1	41	49	23	-1	26	-1	29	-1	-1	2	-1	-1	-1	45	8	1	15	-1	-1	31	20	-1	-1	-1	28	33	39	18	36	19	17	-1	-1
-1	-1	7	-1	-1	49	-1	48	-1	45	18	14	-1	30	-1	-1	47	-1	38	24	-1	34	42	39	-1	-1	-1	-1	-1	16	21	-1	-1	-1	37	27	-1	-1	32	-1	-1	-1	1	-1	5	-1	-1	22	-1
34	2	23	29	-1	-1	41	43	1	24	37	-1	-1	21	-1	-1	-1	-1	-1	16	7	-1	-1	6	30	-1	36	31	-1	-1	46	32	22	-1	-1	45	10	-1	12	-1	-1	42	38	35	-1	-1	11	4	28
-1	-1	6	-1	-1	-1	48	11	25	-1	20	-1	-1	35	22	-1	4	-1	2	-1	-1	-1	12	-1	-1	43	-1	21	23	-1	-1	18	-1	-1	33	13	39	38	-1	-1	-1	-1	-1	32	30	37	-1	-1	-1
-1	9	46	-1	-1	5	27	2	28	33	-1	19	17	-1	8	13	-1	32	-1	6	21	-1	-1	38	3	48	-1	23	-1	7	-1	-1	-1	-1	36	-1	-1	-1	-1	-1	11	25	34	43	-1	-1	47	-1	-1
-1	3	-1	17	40	13	25	18	2	-1	-1	-1	12	-1	9	-1	-1	7	46	-1	16	48	4	37	-1	-1	44	45	-1	41	1	15	26	30	-1	-1	47	31	-1	8	20	22	-1	6	32	-1	-1	28	-1
-1	46	37	-1	18	-1	-1	-1	15	-1	3	11	23	-1	34	14	38	22	25	-1	40	7	6	-1	-1	-1	28	10	-1	42	2	21	36	-1	-1	16	5	-1	26	-1	30	29	-1	-1	-1	48	1	8	-1
-1	28	9	-1	-1	-1	33	1	39	13	36	-1	46	48	31	-1	2	-1	8	-1	35	41	-1	42	-1	38	-1	17	-1	-1	-1	4	37	-1	-1	-1	18	-1	-1	-1	25	44	3	-1	16	-1	20	-1	-1
10	16	-1	-1	-1	-1	-1	17	-1	38	21	-1	37	43	6	4	48	-1	-1	-1	41	46	-1	33	25	-1	22	-1	-1	32	39	45	-1	20	13	-1	-1	-1	-1	9	42	23	-1	-1	40	34	35	7	12
39	20	-1	41	-1	-1	-1	31	-1	28	42	-1	19	-1	11	5	44	21	12	13	-1	-1	-1	-1	34	16	29	1	-1	-1	23	-1	18	-1	-1	32	-1	27	38	-1	10	6	-1	25	2	-1	37	-1	22
5	48	8	34	-1	-1	22	-1	32	27	-1	25	7	-1	24	-1	26	37	18	-1	-1	39	-1	-1	-1	14	13	47	-1	-1	40	-1	46	-1	-1	28	-1	35	21	-1	-1	-1	-1	45	42	-1	38	43	10
-1	4	-1	49	-1	-1	-1	6	-1	47	-1	-1	29	-1	-1	-1	10	-1	-1	-1	15	2	-1	40	5	30	-1	36	-1	-1	-1	-1	38	25	-1	46	48	-1	-1	37	39	19	-1	13	24	23	18	44	31
-1	1	-1	-1	27	9	8	28	5	39	-1	17	-1	-1	44	19	-1	4	33	15	-1	-1	11	36	16	-1	-1	6	43	-1	-1	-1	-1	-1	-1	25	-1	-1	42	40	-1	41	7	30	48	-1	-1	26	35
-1	26	-1	-1	20	48	29	7	27	-1	-1	-1	43	-1	-1	-1	-1	-1	36	-1	30	-1	-1	-1	31	42	18	5	-1	-1	16	33	21	-1	22	19	-1	4	-1	17	-1	-1	-1	-1	34	39	25	-1	32
36	42	-1	6	17	32	31	-1	35	37	14	46	-1	-1	-1	38	24	1	21	-1	-1	-1	34	22	15	-1	39	-1	41	13	7	5	-1	-1	26	9	2	-1	-1	28	-1	-1	44	-1	11	-1	-1	-1	-1
-1	-1	40	16	-1	25	-1	21	-1	-1	-1	-1	-1	1	-1	34	22	-1	26	32	-1	37	38	28	41	9	-1	-1	20	-1	-1	23	19	-1	17	11	31	36	-1	-1	29	-1	-1	-1	-1	43	-1	-1	46
-1	-1	-1	-1	-1	24	-1	41	-1	-1	49	-1	48	-1	-1	31	6	-1	-1	-1	-1	-1	3	17	-1	40	2	-1	-1	15	-1	46	-1	-1	25	-1	26	37	-1	32	44	13	8	38	29	42	9	-1	-1
-1	30	15	-1	34	22	7	-1	-1	44	-1	-1	-1	8	17	-1	-1	3	9	14	2	21	-1	43	27	-1	-1	-1	-1	11	-1	47	-1	42	39	-1	-1	-1	-1	-1	-1	20	19	37	33	31	36	41	40
