7
1
49	31	43	-1	9	47	21	-1	25	3	30	6	35	15	1	22	38	-1	44	29	45	7	16	-1	33	13	10	4	18	17	14	5	32	2	48	42	11	-1	27	46	41	26	34	20	12	-1	8	-1	40
6	19	22	23	37	10	15	47	49	-1	-1	41	33	27	39	-1	-1	5	24	34	40	11	18	-1	44	32	35	8	3	38	-1	12	20	46	28	25	17	-1	29	13	9	36	7	2	31	45	-1	1	30
-1	45	7	24	8	36	41	16	29	4	5	10	-1	17	-1	9	19	31	27	26	25	48	6	34	2	39	21	20	43	33	35	49	11	37	42	1	3	14	18	30	12	40	44	15	22	23	38	28	46
26	14	29	2	18	35	39	8	7	20	31	12	19	38	41	48	28	46	11	49	23	24	37	1	-1	9	30	47	27	21	40	44	36	15	10	33	16	34	45	4	5	22	6	32	-1	43	42	17	25
27	11	38	3	20	17	33	1	14	36	44	40	-1	28	15	37	12	-1	43	16	6	31	46	26	42	-1	23	25	47	22	30	13	8	45	24	7	39	32	-1	19	-1	49	-1	48	-1	18	9	29	41
16	-1	34	30	40	4	5	11	48	9	43	42	46	39	2	35	21	32	33	17	18	14	12	45	41	15	38	22	29	23	-1	7	-1	25	19	20	6	8	44	24	28	-1	36	26	37	49	3	27	47
12	46	44	42	25	48	1	18	24	-1	22	45	23	32	7	8	13	4	3	30	-1	36	17	29	40	28	27	49	-1	26	34	6	-1	41	9	38	31	43	47	37	-1	15	11	10	5	21	14	33	19
11	38	49	35	4	45	-1	24	-1	7	20	1	21	13	37	5	22	14	10	32	15	6	31	27	48	17	16	40	25	41	42	-1	46	9	3	47	18	44	-1	8	33	12	30	34	36	19	-1	39	29
28	25	48	36	24	33	13	-1	18	-1	6	2	47	44	3	26	-1	38	39	9	29	30	41	10	21	42	12	14	37	16	7	-1	40	43	11	4	22	19	-1	5	49	45	-1	-1	-1	-1	35	23	-1
23	17	18	16	31	46	12	10	41	32	27	43	5	33	8	-1	25	48	30	4	36	39	15	20	49	26	13	1	-1	6	47	19	35	22	-1	29	34	37	7	9	11	2	38	-1	42	24	45	40	14
34	1	32	5	15	6	3	49	37	17	40	26	-1	22	18	19	27	2	16	23	-1	28	-1	46	38	33	11	43	30	-1	39	48	13	20	36	24	-1	35	42	14	25	-1	31	9	8	7	4	47	21
2	9	41	21	19	22	-1	-1	46	8	4	3	12	14	11	44	42	34	13	24	-1	25	29	32	37	-1	45	7	23	49	27	26	33	31	38	17	40	36	30	20	1	28	48	18	16	15	-1	-1	6
44	29	20	8	39	14	40	30	35	42	16	28	48	9	17	6	47	7	41	45	-1	19	-1	18	-1	22	4	23	10	5	1	21	15	-1	34	27	13	31	46	38	43	32	33	12	-1	37	26	25	11
37	26	42	7	47	30	-1	25	38	45	11	19	15	36	28	20	31	-1	46	43	33	2	-1	8	24	34	5	9	17	14	12	18	4	32	29	3	23	-1	16	21	39	48	22	13	10	1	44	41	49
47	12	3	11	30	43	7	6	2	49	42	38	-1	5	26	15	36	1	4	31	27	9	20	40	18	35	8	39	48	34	13	41	22	19	25	28	32	16	10	23	21	46	-1	45	33	29	37	44	24
39	28	15	26	10	41	49	22	31	48	7	37	20	19	12	30	-1	45	-1	25	17	33	32	16	14	6	36	44	-1	11	29	-1	47	38	5	40	2	24	13	43	18	3	23	8	27	-1	21	4	42
1	44	31	6	23	19	-1	33	12	46	13	29	4	35	16	18	10	24	21	38	41	22	47	2	28	30	3	34	15	27	-1	37	49	8	-1	14	-1	25	11	45	-1	42	43	7	39	36	40	48	5
18	36	4	22	-1	-1	46	21	32	27	45	8	41	43	13	2	20	35	14	19	42	-1	11	23	5	29	7	48	-1	3	17	9	12	40	16	34	49	39	1	15	37	6	26	47	25	38	30	31	-1
38	32	27	14	45	21	48	36	15	34	24	18	25	47	22	3	39	37	40	28	8	43	42	41	46	49	17	19	31	2	26	23	30	6	4	35	44	7	5	33	29	-1	10	-1	-1	16	13	9	12
40	35	37	34	16	20	2	28	9	14	1	11	3	23	5	-1	44	29	7	33	47	27	4	31	12	-1	26	13	42	-1	10	43	24	21	45	36	8	30	48	41	38	17	49	19	46	-1	18	15	22
13	5	8	25	42	9	29	26	-1	10	39	44	40	16	23	11	6	43	49	46	48	37	45	24	1	38	15	21	14	36	18	33	-1	-1	35	22	47	27	4	12	31	19	3	41	34	17	2	-1	20
33	3	1	49	46	29	9	48	5	18	8	15	44	41	6	-1	32	12	36	39	30	45	7	13	19	11	43	2	-1	37	23	-1	38	-1	17	26	24	40	25	16	20	-1	42	21	28	4	47	34	27
35	2	47	4	5	7	34	38	33	30	14	36	39	42	19	-1	24	28	1	13	16	18	22	15	31	8	-1	17	12	20	32	45	25	26	21	6	48	46	3	27	44	9	40	37	41	-1	23	49	10
43	20	24	39	44	-1	28	3	22	35	23	-1	32	6	21	45	7	27	37	42	11	47	34	-1	10	48	41	46	5	8	-1	15	18	29	40	19	36	2	38	17	30	-1	1	16	-1	12	33	26	9
21	27	23	40	48	8	-1	29	-1	43	12	-1	11	49	10	17	-1	33	35	20	34	38	1	44	30	36	9	3	19	24	-1	28	42	13	-1	18	37	41	14	22	7	5	-1	6	15	32	39	45	2
14	6	10	17	32	11	31	45	27	28	19	24	9	1	29	41	26	-1	25	48	46	12	40	39	4	23	37	-1	2	43	3	36	44	35	33	49	-1	-1	8	47	15	34	18	30	38	13	20	-1	7
15	16	45	41	36	-1	42	2	13	25	17	21	26	7	44	47	40	8	38	18	5	35	-1	-1	27	20	49	33	6	1	9	31	34	48	30	11	-1	4	39	-1	10	23	29	22	24	-1	46	19	43
22	18	19	12	-1	25	30	40	47	37	34	20	-1	46	49	14	15	23	2	3	9	5	21	42	26	24	32	6	4	7	11	16	39	27	41	45	33	29	43	28	13	1	8	31	48	44	36	35	17
29	33	35	-1	21	18	45	12	43	19	3	7	-1	8	-1	34	48	44	31	22	32	26	2	37	6	41	46	38	20	28	36	11	23	30	1	-1	5	10	-1	40	47	39	15	-1	17	42	25	16	4
41	23	46	15	17	31	6	13	45	26	32	-1	14	11	43	1	-1	30	47	5	10	44	8	3	29	19	39	36	9	4	48	40	27	18	49	16	20	22	35	42	34	7	28	38	21	33	24	12	37
3	7	5	43	22	34	4	41	-1	1	37	9	36	29	24	49	17	42	6	27	19	16	-1	30	20	10	47	32	45	13	21	25	14	33	46	12	28	15	31	44	48	38	2	-1	-1	26	11	18	8
36	40	14	44	1	-1	16	42	17	23	18	49	22	4	20	-1	8	15	12	41	26	13	25	33	7	-1	48	28	-1	10	24	32	43	39	37	2	29	11	9	6	3	21	47	-1	19	34	31	30	45
10	39	12	48	49	27	25	20	40	47	28	5	24	2	38	33	11	16	9	36	21	-1	14	35	45	31	42	15	26	44	22	3	-1	34	-1	32	19	17	37	18	-1	-1	41	43	7	46	29	13	23
-1	37	28	19	11	26	20	15	21	16	46	34	30	31	35	13	23	39	45	40	3	4	5	49	43	-1	22	24	-1	12	2	17	29	-1	7	8	25	33	41	1	27	14	32	-1	44	9	10	6	48
24	47	-1	-1	13	2	8	44	6	33	10	35	38	48	25	7	29	-1	-1	-1	4	34	9	12	17	21	40	11	16	31	19	42	41	5	15	23	46	26	49	36	45	43	27	14	3	-1	1	20	39
