8
1
-1	-1	-1	-1	-1	28	-1	25	-1	-1	16	-1	-1	-1	-1	33	-1	-1	55	-1	-1	30	56	-1	-1	62	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	44	9	-1	-1	-1	-1	-1	-1	-1	-1	7	-1	-1
-1	-1	-1	-1	49	-1	-1	-1	-1	-1	-1	-1	28	64	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	47	48	-1	-1	-1	-1	-1	37	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	39	-1	-1	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	54	-1	-1	-1	-1	-1	5	63	-1	-1	-1	-1	-1	45	38	-1	18	25	-1	-1	-1	-1	6	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	52	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	48	-1	-1	-1
-1	-1	-1	-1	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	64	-1	-1	-1	-1	-1	33	-1	-1	-1	-1	-1	-1	55	-1	47	-1	-1	-1	-1	-1	-1	36	-1	-1	-1	-1	-1	-1	-1	39	24	-1	-1	17
-1	-1	-1	-1	-1	-1	-1	31	-1	-1	-1	-1	-1	30	3	-1	-1	-1	43	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	32	-1	-1	-1	-1	-1	-1	-1	-1	41
48	-1	1	50	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	-1	-1	-1	28	-1	24	38	61	-1	31	-1	54	-1	-1	-1	15	-1	64	-1	-1	-1	-1	11	55	-1	-1	59	51	-1	-1	-1	-1	-1	-1	-1	-1	40
21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	-1	-1	48	-1	-1	-1	9	16	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	63	28	-1	-1	-1	-1	-1	12	54	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	13	-1	-1	-1	-1	-1	-1	-1
-1	56	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	46	45	-1	-1	-1	-1	-1	-1	20	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	58	-1	-1	16	-1	10	-1	-1	-1	-1	62	-1	-1	-1	-1	61	-1	14	-1	-1	59	-1	-1	-1	-1	-1	-1
37	-1	-1	33	-1	-1	-1	-1	43	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	53	10	-1	-1	27	-1	-1	-1	-1	-1	-1	62	40	-1	-1	-1	-1	47	17	56	-1	-1	-1	-1	7	-1	-1	-1	26	-1	-1	-1	-1	-1	18	-1	44	50	-1	31	-1	-1	-1
-1	-1	-1	-1	16	46	-1	56	-1	63	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	61	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	48	-1	-1	-1	-1	-1	31	-1	51	-1	42	-1	50	-1	-1	-1	-1	-1	-1	45	39	-1	-1	-1	-1	-1	-1	-1	-1
-1	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	53	-1	-1	-1	-1	-1	-1	32	-1	-1	-1	-1	-1	-1	62	31	-1	-1	-1	-1	-1	-1	-1	-1	54	-1	-1	-1	15	-1	6	-1	43	-1	-1	22	-1	-1	-1	24	-1	-1	-1	-1	-1	29	-1	21	-1	-1	-1
-1	21	34	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	-1	-1	-1	-1	-1	43	-1	-1	59	49	-1	19	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	-1	14	20	-1
-1	-1	30	-1	5	-1	-1	-1	-1	-1	-1	-1	50	-1	-1	-1	-1	27	-1	22	-1	-1	-1	-1	-1	25	34	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	61	62	40	-1	-1	-1	-1	-1	20	15	-1	-1	-1	19	1	-1	-1
-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	27	-1	-1	21	59	-1	57	23	-1	-1	-1	-1	-1	-1	-1	42	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	55	-1	-1	-1	-1	-1	26	63	11	-1	-1	-1	-1	-1	35	-1	25	-1	-1	32	-1	-1	-1	-1	-1	-1	47	57	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
47	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	61	3	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	36	6	-1	-1	-1	-1
-1	-1	-1	57	-1	-1	7	2	-1	-1	5	-1	-1	-1	-1	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	17	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	-1	-1	61	-1	-1	-1	-1	-1	-1	24	-1	64	-1	-1	-1	-1
-1	-1	-1	-1	43	-1	-1	-1	-1	-1	33	-1	-1	-1	-1	-1	32	-1	-1	-1	-1	-1	22	-1	57	-1	-1	51	-1	34	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	40	-1	-1	-1	-1	-1	56	-1	-1	-1	-1	-1	-1	64	-1	-1	16	-1	-1	42	-1	9	-1	-1
-1	44	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	60	8	12	-1	15	-1	-1	-1	-1	-1	18	27	-1	-1	-1	-1	-1	-1	63	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	1	-1	-1	-1	-1	52	-1
-1	-1	-1	-1	56	-1	-1	-1	51	-1	-1	-1	37	-1	-1	-1	-1	-1	13	-1	-1	50	47	-1	33	52	-1	-1	-1	46	-1	-1	-1	-1	-1	54	-1	48	-1	-1	-1	58	2	25	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	17	-1	-1	-1	45	-1	8	-1	-1	-1
-1	-1	-1	34	-1	-1	-1	-1	-1	48	-1	-1	-1	-1	-1	3	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	29	32	-1	-1	-1	-1	26	-1	-1	-1	-1	-1	16	-1	-1	-1	18	-1	33	-1	19	-1	-1	59	-1	-1	-1	-1	-1	-1	-1
29	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	-1	52	-1	-1	43	-1	54	50	55	61	-1	-1	24	46	-1	-1	42	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	44	-1	-1	-1	-1	-1	34	-1
-1	-1	15	-1	9	-1	-1	8	16	-1	-1	-1	-1	-1	-1	30	64	-1	-1	5	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	-1	-1	-1	18	-1	-1	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	25	22	27	-1	-1	-1	-1
-1	30	-1	-1	25	-1	13	-1	-1	-1	21	-1	42	-1	-1	19	-1	-1	-1	56	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	59	-1	-1	23	36	-1	-1	-1	-1	-1	7	-1	-1	26	35	38	-1	-1	8	-1	-1	-1	-1	-1	17	-1	-1	-1	-1	-1
