6
1
7	15	-1	29	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	5	34	-1	-1	-1	-1	14	-1	-1	-1	31	-1	-1	-1	-1	-1	-1	-1	6	-1	-1
-1	-1	-1	-1	-1	-1	32	-1	-1	-1	-1	-1	4	3	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	17	-1	-1	-1	-1	-1	-1	-1	-1	10
-1	-1	11	-1	-1	21	25	22	12	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	4	-1	7	-1	35	-1	-1	6	-1	-1	-1	-1	-1	-1
22	-1	-1	35	-1	-1	-1	-1	29	-1	-1	4	11	-1	30	7	-1	-1	23	13	18	-1	31	-1	-1	-1	-1	-1	-1	5	8	-1	28	-1	-1	-1
28	-1	-1	-1	23	-1	-1	-1	-1	-1	5	31	-1	15	33	35	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	25	24	-1	13	-1	-1	-1	-1	-1	-1
-1	-1	-1	10	-1	17	33	36	-1	-1	-1	-1	-1	-1	-1	29	21	-1	35	-1	-1	-1	-1	-1	15	-1	-1	-1	11	32	-1	-1	-1	-1	27	-1
15	-1	-1	-1	-1	36	-1	-1	-1	-1	-1	-1	-1	-1	34	-1	-1	-1	16	27	-1	-1	-1	-1	-1	-1	-1	12	1	17	-1	-1	2	-1	-1	-1
-1	-1	19	-1	-1	-1	-1	33	-1	7	-1	16	36	26	-1	-1	-1	11	-1	-1	-1	-1	12	-1	-1	-1	27	-1	13	8	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	13	-1	-1	-1	23	-1	-1	-1	-1	6	12	-1	-1	34	35	-1	11	-1	-1	-1	-1	29	-1	-1	-1	-1	18	27	-1	-1	-1
-1	12	31	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	7	-1	16	-1	-1	-1	-1	-1	-1	34	-1	14	-1	-1
-1	16	-1	-1	29	1	24	14	5	-1	-1	6	-1	-1	-1	-1	18	-1	-1	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	11	-1	-1	-1
-1	-1	7	6	27	11	-1	-1	-1	-1	19	-1	-1	14	-1	1	24	8	-1	-1	-1	31	5	-1	-1	-1	-1	-1	35	18	22	-1	20	-1	-1	-1
-1	-1	-1	-1	10	34	1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	16	-1	29	27	-1	-1	31	-1	9	-1	20	7	23	36	-1	-1
-1	-1	-1	13	-1	-1	-1	-1	8	2	3	17	34	-1	-1	36	26	-1	-1	33	-1	-1	19	-1	-1	-1	-1	15	-1	-1	-1	29	12	-1	22	-1
1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	36	22	-1	-1	13	-1	-1	12	-1	27	10	-1	-1	-1	24
3	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	-1	20	11	23	-1	29	-1	18	-1	-1	-1	15	-1	-1	2	21	-1	-1	-1	-1	-1	-1	31	13	4
-1	24	23	-1	-1	-1	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	-1	13	-1	-1	-1	-1	-1	19	-1	30	-1	-1	-1	-1
32	-1	36	-1	18	27	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	-1	-1	31	-1	7	6	17	-1	-1	5	-1	-1	21	-1	-1
-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	5	-1	-1	7	-1	-1	-1	-1	29	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	17	35	32	-1
-1	-1	-1	-1	-1	-1	18	-1	15	1	36	-1	-1	-1	-1	-1	-1	-1	-1	25	-1	-1	6	-1	35	-1	-1	21	-1	-1	-1	-1	24	11	-1	-1
23	-1	-1	-1	-1	-1	6	-1	-1	-1	-1	9	14	-1	-1	33	17	-1	-1	21	34	-1	-1	-1	13	-1	-1	32	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	8	-1	-1	31	-1	12	-1	-1	14	25	29	35	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	22	-1	-1	1	-1	20	-1	-1	-1	9	23	-1
-1	-1	34	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	36	-1	-1	-1	-1	-1	-1	-1	32	24	-1	-1	5	-1	-1	-1	2	-1	26	-1	-1	22
29	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	27	24	-1	-1	-1	23	11	-1	1	-1	-1	26	-1	30	-1	4	-1	-1	-1	-1	-1	28	-1	-1
18	1	-1	-1	-1	35	-1	-1	26	9	30	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	27	-1	21	-1	-1	-1	-1	-1	29	-1	12	-1	-1	-1	-1
-1	-1	12	-1	-1	-1	28	-1	-1	-1	17	-1	18	32	-1	16	-1	19	-1	-1	-1	-1	34	-1	-1	35	-1	-1	-1	15	-1	-1	-1	-1	10	-1
30	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	24	-1	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	6	-1	14	1	-1	-1	-1	18	-1
-1	-1	-1	-1	-1	-1	4	32	21	-1	-1	34	-1	-1	-1	6	-1	-1	-1	-1	-1	13	-1	-1	-1	12	8	-1	-1	16	-1	-1	-1	-1	-1	-1
-1	-1	26	-1	5	25	-1	18	-1	10	-1	-1	-1	21	-1	-1	-1	30	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13
-1	34	-1	-1	16	-1	-1	24	-1	-1	25	13	-1	-1	-1	-1	-1	-1	12	7	-1	29	-1	-1	-1	-1	-1	5	-1	23	-1	-1	-1	8	-1	-1
-1	-1	-1	-1	26	-1	30	-1	-1	-1	18	23	-1	-1	-1	-1	28	-1	9	-1	-1	-1	-1	-1	24	-1	-1	-1	-1	-1	7	-1	1	-1	20	27
-1	-1	18	33	-1	28	-1	34	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	31	-1	-1	23
16	-1	-1	-1	-1	-1	-1	17	-1	-1	32	2	-1	-1	-1	18	-1	26	-1	36	-1	-1	28	-1	27	3	9	-1	-1	1	15	24	-1	-1	5	-1
9	6	29	23	3	-1	36	20	28	35	-1	-1	33	27	-1	-1	22	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	34	-1	-1	-1	-1	-1	-1
-1	-1	10	-1	22	-1	29	-1	14	-1	6	27	-1	34	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	21	-1	-1	-1	-1	-1	28	-1	-1	-1	9
27	-1	-1	-1	12	-1	26	31	-1	-1	24	11	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	-1	-1	22	-1	5	30	-1	-1	10	-1	34	-1
