8
1
8	26	33	38	64	6	1	21	59	23	40	-1	30	56	29	34	15	32	45	61	24	60	5	28	-1	-1	16	27	49	9	14	57	41	55	-1	43	36	42	-1	47	46	51	53	3	58	-1	12	25	50	11	19	-1	4	10	54	35	17	-1	-1	13	-1	31	2	20
13	53	32	59	3	25	45	10	7	39	64	14	27	54	43	16	4	29	47	-1	50	18	35	44	48	60	-1	26	41	31	15	37	33	9	2	22	46	19	63	52	34	8	21	-1	-1	28	36	5	57	30	38	-1	55	20	51	-1	24	11	12	58	42	61	23	6
37	-1	58	56	14	18	16	39	38	2	1	45	48	61	35	12	19	49	53	-1	59	46	55	17	51	-1	52	-1	62	47	40	54	23	5	7	57	4	50	25	30	64	13	20	31	60	24	15	44	8	22	29	21	6	-1	-1	9	3	33	41	28	43	34	27	26
-1	17	27	-1	22	42	40	9	36	25	44	-1	-1	3	10	-1	58	21	63	62	48	64	12	33	56	8	50	24	4	-1	29	35	31	28	13	1	39	32	54	14	49	37	52	19	6	-1	38	26	7	5	-1	61	41	34	2	60	53	59	-1	15	16	-1	30	18
-1	28	5	41	63	7	15	2	52	57	31	33	60	-1	17	49	-1	42	27	22	20	43	54	9	61	11	3	6	19	-1	53	44	51	38	8	34	62	12	24	-1	-1	47	30	32	23	59	55	50	1	13	58	46	18	25	64	36	35	14	4	29	-1	40	10	21
-1	31	34	23	20	52	50	-1	15	-1	22	13	6	18	41	4	37	-1	38	8	1	40	26	10	28	36	30	39	33	5	-1	55	35	21	-1	-1	27	58	11	45	-1	29	9	-1	-1	-1	7	54	47	14	3	56	53	44	43	16	49	48	-1	62	60	19	32	25
43	4	49	47	-1	54	62	30	32	58	63	-1	9	55	28	19	-1	25	-1	7	3	13	23	52	21	34	38	2	20	12	46	42	61	29	60	6	53	37	15	-1	33	10	18	14	22	11	57	35	-1	31	59	17	27	26	24	48	8	-1	56	1	44	36	-1	5
11	35	61	29	44	60	19	-1	8	21	24	53	47	5	62	42	51	14	6	31	34	-1	30	2	7	13	23	22	-1	1	59	25	3	26	64	20	-1	10	18	56	43	48	17	-1	39	41	-1	27	33	15	37	40	52	12	-1	28	50	57	45	63	38	-1	46	54
-1	48	57	37	54	34	35	13	61	11	7	24	10	16	33	6	21	4	50	30	31	38	53	25	64	1	20	36	26	-1	45	28	9	63	51	-1	60	-1	47	27	18	44	55	49	19	32	62	40	56	46	15	52	12	41	23	17	42	2	29	3	-1	8	58	14
1	20	59	16	47	64	29	4	27	41	37	32	18	44	53	21	11	34	46	19	13	56	14	12	60	61	43	-1	17	48	-1	-1	39	35	22	8	5	52	55	58	15	26	25	2	36	31	42	30	-1	-1	-1	3	38	45	7	63	51	10	23	50	33	54	28	62
