6
1
2	4	29	30	15	26	10	36	1	16	8	21	-1	22	11	3	27	23	32	-1	14	25	5	31	9	33	24	35	19	34	7	28	12	13	18	6
14	13	20	11	9	17	28	30	-1	6	-1	23	31	2	10	1	19	8	-1	34	22	12	36	24	32	16	7	26	18	5	33	25	27	29	35	3
-1	3	8	1	-1	32	12	35	26	-1	-1	27	17	33	4	-1	7	36	13	11	20	28	16	18	31	22	29	-1	-1	6	34	23	21	-1	30	9
-1	16	5	36	-1	22	14	25	11	20	17	9	-1	34	13	30	21	29	7	4	33	23	6	35	1	8	2	3	15	27	26	19	32	10	24	31
21	-1	27	33	-1	10	34	24	7	-1	13	31	5	32	12	9	35	6	-1	1	-1	3	29	-1	23	4	11	36	25	20	22	17	16	14	15	8
34	6	23	7	31	35	33	22	32	3	5	29	26	25	24	16	18	14	19	15	9	10	8	27	21	-1	-1	12	28	13	20	1	36	4	11	2
-1	-1	6	22	26	12	2	16	21	10	9	19	4	14	28	5	3	13	33	35	11	15	31	25	34	23	30	29	20	1	17	32	24	7	8	18
23	17	11	16	1	14	15	26	3	-1	30	7	24	18	8	2	10	25	22	36	29	27	-1	6	5	9	19	33	35	32	12	21	13	34	31	28
4	-1	2	28	24	25	18	23	17	1	11	35	15	29	7	33	30	20	-1	32	13	14	12	8	-1	-1	-1	22	21	16	9	6	10	36	19	5
29	8	35	9	32	-1	20	27	14	13	6	25	21	17	23	36	22	31	24	5	3	2	34	10	7	11	18	4	12	28	30	-1	-1	16	1	26
10	31	13	3	30	-1	22	28	24	33	34	12	9	-1	1	19	32	11	23	18	16	-1	21	7	6	14	15	8	26	-1	4	29	2	27	25	20
20	33	-1	15	21	7	29	31	-1	5	32	36	27	12	16	26	6	34	9	30	4	1	28	19	24	25	13	2	17	10	23	22	35	11	3	14
32	5	28	23	13	1	-1	-1	9	2	20	8	6	31	-1	29	4	30	15	26	10	7	18	12	36	19	22	14	16	33	11	3	25	35	27	17
30	29	4	25	11	20	35	1	33	23	-1	14	-1	36	-1	-1	2	10	31	-1	21	34	22	13	18	26	8	15	3	9	6	-1	-1	24	32	16
33	14	17	2	12	-1	7	5	29	25	10	4	32	-1	26	27	-1	28	16	8	19	6	3	30	11	13	35	-1	24	31	1	9	18	15	36	22
26	10	-1	24	-1	3	32	17	12	30	18	15	35	1	25	8	33	7	5	9	23	36	11	-1	20	28	6	27	-1	2	13	31	-1	21	4	34
9	35	21	6	27	36	19	3	31	-1	26	13	22	-1	14	18	15	16	25	20	1	29	17	32	10	7	34	5	4	23	28	2	30	8	33	12
19	15	31	18	7	8	16	6	-1	36	22	28	13	9	3	21	11	5	2	24	-1	35	33	4	-1	32	12	1	30	25	10	14	26	23	20	29
1	18	30	12	35	2	26	8	16	7	3	11	29	4	32	13	-1	27	36	14	5	-1	15	17	25	34	9	19	23	22	31	-1	20	33	6	24
-1	32	25	17	-1	9	1	14	23	12	24	6	8	10	31	34	5	15	29	19	18	22	26	16	2	20	36	13	33	11	35	-1	4	30	28	21
5	26	19	-1	29	4	21	2	36	9	31	32	16	3	6	-1	25	12	8	13	7	33	-1	20	15	-1	28	17	27	30	18	11	-1	22	23	-1
31	23	16	13	8	33	27	20	15	-1	19	10	30	26	2	7	14	22	34	-1	6	9	24	11	-1	5	-1	18	1	35	36	-1	3	17	-1	32
27	28	36	20	14	15	30	33	22	29	35	5	18	19	21	11	17	24	4	-1	12	32	23	1	26	6	16	7	10	3	25	8	-1	2	9	13
6	24	10	21	22	11	13	4	18	34	25	17	36	20	33	23	9	1	27	2	28	30	35	3	29	12	31	32	8	14	19	16	5	26	7	15
3	1	9	-1	34	23	31	12	28	35	14	2	19	8	17	22	13	21	10	16	-1	5	-1	29	33	15	25	20	11	7	32	30	6	18	26	36
28	20	-1	29	5	30	17	7	-1	24	1	3	11	15	35	10	31	32	18	22	-1	13	25	23	27	36	14	6	2	21	8	34	33	9	16	4
22	-1	-1	19	33	6	5	29	25	8	16	30	3	28	20	12	26	18	35	21	36	31	32	9	-1	-1	23	24	34	4	14	-1	11	1	17	27
18	21	7	-1	10	16	36	11	6	22	4	34	-1	5	27	24	23	2	14	12	8	20	30	33	35	29	32	-1	9	17	3	-1	31	25	13	19
13	11	14	35	17	24	9	32	27	15	21	18	25	30	29	6	36	33	28	3	34	4	7	-1	19	1	26	16	31	8	5	20	23	12	22	10
8	25	32	27	36	31	23	10	13	26	-1	20	-1	7	9	14	16	4	1	6	17	11	19	15	12	-1	-1	30	22	-1	2	-1	29	28	21	35
16	22	1	-1	2	27	4	-1	20	14	28	33	-1	-1	-1	31	-1	-1	11	7	15	26	13	34	-1	21	-1	23	36	24	29	35	-1	32	12	-1
17	36	3	32	20	18	11	15	5	27	7	1	2	21	30	4	29	26	12	23	25	16	14	22	-1	35	10	9	6	19	24	13	8	31	34	33
-1	9	34	14	19	29	8	18	30	17	12	26	23	13	22	32	1	3	6	33	35	24	2	5	16	27	4	31	7	15	21	36	28	20	10	11
11	30	33	8	-1	-1	3	34	10	21	23	24	14	16	15	28	12	35	17	29	31	18	9	36	22	2	20	25	32	26	27	4	1	19	5	7
35	7	26	10	23	28	25	13	2	31	29	16	33	11	36	-1	24	9	3	27	32	19	4	21	8	17	1	34	5	12	15	18	22	6	14	30
15	-1	24	31	4	21	6	9	35	32	36	22	7	27	5	25	-1	19	20	10	30	8	1	-1	-1	18	33	11	13	29	16	26	17	-1	2	-1
