9
1
-1	30	31	-1	72	24	-1	-1	-1	-1	-1	-1	-1	75	15	38	-1	-1	23	35	58	-1	-1	33	-1	51	-1	-1	20	-1	-1	45	16	-1	-1	63	-1	37	-1	32	25	19	-1	59	-1	-1	54	43	-1	57	-1	70	76	-1	-1	17	21	46	-1	18	49	-1	-1	22	-1	-1	42	41	13	-1	-1	-1	56	34	53	-1	73	1	-1	69	4
70	71	-1	8	66	60	-1	3	55	54	-1	-1	26	-1	17	2	42	-1	-1	68	28	80	-1	76	-1	13	-1	51	-1	53	-1	-1	47	75	59	29	-1	-1	52	65	35	-1	-1	22	-1	-1	50	78	-1	-1	58	30	63	24	38	-1	-1	-1	-1	-1	-1	27	-1	79	-1	-1	40	-1	62	7	32	9	-1	44	37	36	20	21	14	-1	23
54	-1	13	37	-1	21	-1	69	-1	1	36	-1	78	48	50	-1	-1	66	70	-1	-1	46	-1	-1	-1	72	11	55	27	62	-1	23	64	41	52	18	81	79	43	-1	75	15	-1	31	-1	80	5	44	-1	9	73	25	-1	19	-1	-1	-1	59	-1	29	76	-1	-1	77	58	12	-1	-1	-1	28	53	-1	71	32	63	16	-1	-1	-1	-1	-1
-1	-1	59	-1	35	9	-1	33	45	-1	-1	-1	39	-1	-1	58	-1	56	52	79	43	53	21	12	75	74	4	-1	32	17	-1	19	-1	-1	14	8	-1	-1	-1	5	16	57	-1	23	69	-1	65	22	-1	7	-1	1	40	41	60	-1	31	-1	-1	47	78	-1	-1	34	-1	-1	-1	-1	-1	18	-1	71	13	15	61	72	80	-1	50	42	-1
41	-1	-1	38	64	-1	23	16	-1	-1	24	21	-1	14	46	53	35	33	-1	78	-1	31	6	40	59	-1	47	-1	-1	77	4	15	69	81	39	-1	-1	-1	61	1	63	-1	66	11	-1	-1	27	62	67	-1	-1	72	13	34	-1	22	65	-1	42	80	75	43	74	25	-1	36	-1	-1	37	-1	50	73	29	8	57	-1	60	68	-1	76	26
53	79	-1	-1	14	-1	18	-1	39	-1	-1	-1	-1	-1	30	-1	74	22	-1	-1	2	-1	-1	64	26	77	66	-1	28	-1	67	-1	38	61	-1	-1	33	4	-1	51	56	-1	-1	-1	-1	36	69	-1	71	-1	-1	-1	10	81	7	48	-1	-1	-1	-1	-1	-1	5	76	16	-1	-1	-1	-1	55	-1	8	75	62	-1	-1	31	65	12	78	40
-1	15	-1	-1	76	81	-1	-1	-1	12	-1	16	-1	-1	19	40	49	-1	-1	-1	-1	-1	71	62	-1	18	-1	-1	78	-1	-1	-1	-1	-1	-1	79	14	-1	-1	53	27	64	60	42	-1	-1	23	39	-1	75	56	21	68	35	32	-1	-1	37	-1	-1	11	20	55	-1	1	-1	-1	-1	30	59	-1	72	38	7	46	58	-1	6	-1	3	24
-1	-1	-1	-1	26	-1	75	-1	22	62	-1	-1	-1	76	-1	25	-1	59	55	-1	10	81	-1	-1	39	37	-1	44	1	-1	-1	-1	65	68	80	30	-1	36	73	58	8	40	-1	67	-1	-1	-1	-1	-1	16	-1	61	33	45	79	-1	57	-1	51	50	-1	41	-1	-1	14	46	-1	-1	4	23	6	78	27	5	-1	43	77	74	-1	2	35
-1	57	40	67	-1	74	-1	1	62	-1	6	32	52	-1	-1	13	-1	55	-1	69	-1	50	-1	42	16	-1	-1	24	73	54	31	-1	25	35	22	12	68	-1	-1	3	78	-1	2	-1	38	28	46	-1	53	15	49	66	17	37	-1	81	-1	-1	9	58	39	8	14	26	-1	-1	-1	63	33	75	-1	44	41	64	70	59	19	79	-1	30	-1
60	38	21	-1	-1	-1	-1	-1	16	68	59	53	-1	49	66	-1	47	-1	73	-1	-1	5	-1	-1	69	25	80	-1	67	-1	56	51	-1	-1	-1	-1	-1	77	41	64	43	14	1	-1	-1	4	44	8	-1	-1	76	-1	-1	-1	27	18	-1	58	40	-1	-1	28	-1	45	30	17	75	-1	20	-1	70	-1	32	-1	81	-1	65	-1	-1	61	71
17	-1	-1	-1	57	-1	-1	13	26	-1	-1	73	15	36	-1	51	11	20	10	21	-1	4	23	-1	-1	54	64	38	-1	72	32	-1	-1	71	29	-1	9	-1	78	-1	-1	47	53	-1	-1	-1	2	-1	65	6	-1	19	-1	16	-1	70	24	-1	-1	14	45	69	-1	50	76	-1	34	-1	-1	62	77	-1	35	-1	7	1	-1	27	39	44	22
-1	-1	-1	65	79	-1	24	-1	71	17	-1	-1	14	4	-1	-1	1	40	62	43	-1	78	58	-1	81	8	68	53	-1	44	-1	20	75	30	73	16	7	-1	-1	-1	-1	22	59	19	57	-1	36	-1	52	72	-1	45	21	-1	23	-1	-1	50	-1	11	-1	42	-1	38	69	-1	-1	-1	32	6	-1	-1	80	47	13	66	10	-1	26	60	-1
76	64	54	-1	30	-1	-1	-1	50	-1	45	18	32	69	24	10	72	62	74	-1	-1	56	40	44	71	-1	75	-1	-1	57	-1	-1	2	-1	5	-1	65	-1	-1	27	-1	26	-1	-1	3	-1	-1	-1	70	66	-1	49	7	-1	81	-1	-1	38	-1	59	-1	16	67	80	4	33	41	-1	31	61	1	14	-1	-1	8	48	29	78	6	-1	-1
18	-1	53	74	-1	-1	10	4	72	2	23	-1	-1	13	64	78	77	16	-1	-1	-1	-1	-1	46	9	26	41	-1	-1	7	-1	70	35	59	-1	-1	-1	32	50	-1	81	76	-1	79	60	73	-1	75	-1	38	39	57	80	-1	-1	47	-1	49	-1	63	1	54	33	66	-1	27	71	8	36	52	-1	-1	-1	45	62	-1	5	-1	-1	-1	42
