8
1
40	-1	22	-1	-1	-1	11	9	45	14	59	34	13	-1	58	-1	-1	2	-1	-1	-1	41	-1	64	55	-1	-1	4	52	-1	10	16	-1	-1	36	-1	-1	-1	-1	25	42	-1	6	-1	-1	-1	-1	35	-1	26	-1	-1	-1	-1	28	56	-1	17	39	7	-1	-1	43	-1
12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	35	-1	-1	-1	57	-1	-1	-1	-1	-1	-1	39	-1	-1	56	-1	-1	-1	-1	28	-1	-1	-1	-1	-1	-1	33	36	64	-1	7	1	21	-1	-1	-1	10	-1	58	54	34	-1	-1	-1	-1	55	22	32	-1	20	18
6	23	63	39	46	-1	31	26	-1	4	19	-1	15	-1	55	8	-1	-1	44	47	30	-1	-1	-1	-1	-1	-1	-1	18	24	-1	1	53	-1	13	12	52	20	43	-1	34	-1	54	32	51	-1	-1	62	-1	14	-1	7	16	17	9	-1	-1	21	-1	-1	-1	49	-1	38
-1	-1	-1	-1	32	10	-1	4	57	-1	-1	-1	54	-1	20	47	-1	-1	-1	-1	-1	15	-1	-1	-1	26	7	6	-1	61	-1	12	-1	34	-1	-1	-1	-1	-1	-1	-1	-1	2	50	33	17	23	-1	63	-1	-1	-1	55	-1	-1	-1	64	-1	31	25	62	-1	-1	-1
47	-1	21	51	2	-1	-1	15	49	-1	7	56	-1	-1	-1	-1	24	43	50	10	45	34	28	46	-1	-1	-1	-1	-1	48	20	-1	-1	-1	64	44	17	-1	-1	26	-1	16	-1	39	-1	-1	-1	-1	-1	-1	-1	36	-1	53	40	-1	59	-1	-1	-1	-1	-1	-1	54
-1	-1	-1	36	-1	34	-1	-1	50	-1	61	-1	-1	18	-1	-1	56	-1	-1	-1	-1	51	52	7	-1	-1	-1	-1	29	-1	-1	-1	-1	6	-1	-1	-1	-1	11	-1	49	-1	-1	12	-1	38	43	44	35	20	-1	23	-1	-1	-1	-1	4	28	5	47	24	48	-1	-1
7	30	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	5	-1	16	19	62	23	-1	-1	-1	27	63	13	-1	40	-1	-1	-1	-1	-1	-1	45	-1	3	-1	-1	8	-1	26	58	56	-1	-1	61	60	25	50	-1	-1	24	-1	39	52	-1	34	-1	-1	-1	-1	6	29
-1	-1	18	1	-1	50	-1	-1	-1	31	32	52	-1	-1	48	-1	-1	-1	54	-1	-1	-1	-1	39	33	46	-1	-1	-1	17	60	-1	-1	-1	55	-1	-1	-1	-1	47	-1	4	-1	25	59	-1	19	45	6	-1	57	3	-1	-1	-1	30	-1	10	-1	9	23	-1	53	44
5	-1	-1	-1	-1	-1	-1	17	52	23	16	-1	-1	59	-1	51	53	29	-1	-1	-1	-1	-1	-1	-1	-1	-1	64	-1	62	21	-1	61	-1	-1	-1	-1	-1	-1	2	-1	48	-1	60	-1	44	-1	1	-1	39	-1	50	25	-1	-1	-1	7	-1	-1	-1	-1	-1	45	36
32	-1	2	-1	34	23	48	-1	-1	-1	-1	5	-1	-1	35	-1	58	-1	-1	-1	-1	-1	-1	-1	-1	44	-1	45	37	40	55	61	-1	39	-1	-1	-1	63	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	57	36	-1	49	41	-1	-1	42	60	38	-1	-1	-1	-1	-1	-1
59	-1	-1	-1	51	-1	-1	-1	-1	-1	-1	1	-1	63	-1	-1	-1	-1	-1	-1	-1	33	43	28	-1	-1	4	-1	41	-1	-1	38	-1	-1	47	-1	-1	16	44	-1	5	-1	39	64	-1	-1	-1	18	-1	34	3	46	-1	-1	7	-1	37	-1	24	-1	-1	42	-1	23
18	10	-1	-1	-1	6	3	46	26	55	-1	19	-1	38	-1	14	22	44	-1	-1	-1	-1	42	24	17	-1	39	34	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	53	36	-1	35	-1	-1	-1	59	-1	-1	-1	40	64	-1	23	-1	29	-1	-1	1	-1	-1	63	-1	41	49
-1	63	-1	-1	-1	21	56	41	-1	-1	54	48	-1	-1	-1	-1	62	-1	-1	-1	-1	-1	57	23	50	24	58	18	-1	-1	47	5	-1	35	14	8	-1	-1	-1	52	-1	61	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	28	-1	-1	55	-1	-1	-1	30	-1	-1	29	25
-1	-1	1	19	30	-1	39	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	48	9	34	35	-1	45	-1	56	7	51	-1	-1	-1	-1	-1	-1	23	25	-1	29	40	-1	-1	-1	-1	-1	42	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	55	11	-1	17	-1
-1	50	-1	-1	-1	-1	54	-1	-1	-1	-1	53	36	17	-1	-1	-1	13	3	-1	5	30	-1	-1	-1	-1	-1	16	-1	-1	-1	42	-1	-1	-1	45	-1	-1	-1	64	-1	-1	-1	49	-1	-1	63	56	-1	8	-1	-1	-1	-1	-1	-1	47	9	-1	-1	-1	-1	-1	39
-1	36	-1	-1	-1	-1	-1	35	-1	34	6	58	-1	-1	4	-1	46	12	-1	-1	41	52	31	-1	20	-1	-1	-1	48	13	-1	2	-1	-1	-1	51	-1	50	-1	60	-1	27	26	-1	-1	28	-1	21	11	44	-1	45	-1	-1	-1	14	3	-1	-1	-1	-1	-1	-1	16
-1	51	-1	-1	-1	-1	-1	-1	12	5	-1	-1	63	44	-1	-1	57	-1	19	29	25	-1	-1	21	-1	-1	-1	60	-1	-1	46	39	-1	-1	62	-1	-1	-1	54	43	-1	23	-1	-1	26	-1	-1	-1	-1	-1	24	-1	-1	-1	-1	-1	-1	47	-1	-1	49	-1	-1	4
-1	27	-1	9	-1	58	-1	-1	6	-1	11	-1	50	61	-1	25	-1	-1	-1	-1	-1	-1	59	18	-1	-1	14	-1	-1	35	-1	-1	-1	19	-1	-1	36	-1	-1	63	-1	41	34	-1	-1	4	-1	-1	-1	28	23	-1	-1	55	-1	-1	5	64	-1	-1	-1	24	-1	33
-1	-1	44	-1	-1	11	7	-1	-1	29	49	43	28	-1	27	-1	-1	-1	-1	37	-1	62	63	16	-1	-1	-1	8	21	1	-1	58	-1	51	34	-1	23	-1	-1	4	60	-1	-1	59	-1	-1	-1	61	31	-1	54	-1	56	-1	-1	-1	-1	41	-1	-1	42	50	35	-1
