6
1
3	1	-1	6	32	17	25	36	24	11	2	28	31	12	27	13	16	14	4	7	26	8	15	35	30	23	33	5	9	29	20	22	10	34	21	19
-1	8	9	30	35	16	-1	7	32	22	12	10	11	-1	34	3	26	24	31	23	13	-1	33	17	6	2	-1	20	27	4	28	25	1	15	18	29
23	22	25	26	34	13	4	19	14	35	-1	-1	7	29	-1	1	-1	32	-1	5	6	-1	24	-1	10	28	8	-1	-1	-1	12	16	33	2	31	-1
27	5	12	20	-1	4	-1	16	29	34	-1	15	8	30	-1	17	10	33	22	3	28	18	36	25	13	19	31	35	-1	32	-1	9	26	-1	11	7
11	10	31	36	15	-1	20	33	13	-1	21	-1	6	4	9	28	-1	2	19	32	14	34	-1	29	7	17	-1	25	12	26	3	35	8	5	30	23
28	29	14	21	7	-1	6	-1	31	-1	30	17	5	25	35	-1	23	15	9	10	20	2	16	12	22	11	-1	-1	34	3	13	32	24	-1	27	4
12	25	-1	34	3	32	7	6	36	23	35	16	13	20	24	29	-1	30	15	-1	9	10	11	26	4	5	19	2	22	14	-1	8	27	18	33	28
8	-1	20	24	-1	29	30	1	19	10	15	13	36	-1	-1	9	12	34	32	31	27	5	18	2	25	16	35	33	-1	-1	-1	6	11	-1	17	14
-1	30	-1	17	-1	2	-1	18	33	28	14	31	32	8	-1	26	27	19	-1	24	-1	20	7	21	-1	-1	3	-1	36	11	-1	34	13	-1	-1	-1
14	13	28	7	27	9	22	20	25	5	4	24	-1	-1	-1	15	-1	-1	34	6	33	30	3	36	-1	26	12	31	8	17	29	2	-1	35	19	-1
15	26	21	16	33	36	9	11	34	32	3	8	28	35	2	6	5	17	29	25	19	22	-1	-1	18	30	-1	27	10	13	7	-1	31	-1	12	24
18	-1	11	31	-1	10	26	2	21	-1	29	27	14	-1	22	4	33	25	12	28	8	-1	-1	1	34	7	20	24	32	-1	15	36	30	9	5	3
21	12	4	32	8	20	13	30	18	29	26	-1	25	1	28	10	35	6	-1	36	3	-1	31	7	9	24	11	-1	5	33	27	-1	16	19	23	-1
-1	23	-1	35	13	3	16	-1	8	1	11	21	26	-1	-1	2	19	-1	-1	-1	32	15	30	27	-1	12	-1	10	17	-1	31	5	9	-1	34	33
30	18	17	11	-1	-1	-1	3	10	-1	-1	35	22	-1	8	31	7	13	1	20	34	-1	-1	-1	26	27	29	23	15	25	-1	12	2	24	28	36
26	36	19	9	5	1	17	4	12	7	22	23	18	15	29	27	-1	3	10	2	11	33	28	24	31	8	-1	30	6	16	14	13	-1	21	35	25
10	14	2	-1	28	34	31	9	20	15	36	5	-1	33	30	-1	32	16	23	35	22	29	25	13	-1	1	21	4	-1	18	8	11	17	-1	6	26
31	33	29	15	25	-1	28	27	6	-1	32	34	21	11	23	5	17	36	8	9	12	19	26	-1	-1	-1	22	-1	2	35	1	10	3	30	-1	18
29	16	7	23	-1	27	-1	-1	26	-1	25	6	19	17	14	8	-1	10	13	-1	4	32	-1	-1	15	22	5	21	11	-1	2	-1	12	1	36	9
34	21	-1	2	17	22	29	32	35	-1	16	7	23	27	15	30	28	31	26	-1	25	12	19	14	33	-1	6	8	13	-1	5	18	-1	11	24	20
6	24	3	18	1	30	11	5	17	2	27	-1	33	34	26	36	21	-1	16	29	10	-1	9	15	28	35	23	14	4	-1	-1	7	-1	13	8	32
13	31	35	8	12	-1	15	14	1	-1	10	-1	29	22	25	20	6	9	-1	11	7	36	5	-1	2	32	17	26	18	-1	23	33	21	16	3	27
4	32	15	5	11	14	36	12	9	-1	28	33	-1	-1	13	24	2	1	-1	21	30	23	17	6	16	3	25	-1	7	27	26	-1	34	22	10	31
25	-1	36	33	9	26	24	23	30	21	13	20	16	7	4	-1	11	-1	18	-1	2	3	27	8	1	29	10	12	31	34	17	14	35	28	-1	6
36	6	16	1	-1	18	-1	24	-1	-1	34	-1	-1	28	10	25	-1	29	21	-1	17	7	22	3	-1	31	9	-1	30	8	35	27	14	32	20	12
32	11	30	-1	-1	5	-1	31	15	-1	6	1	12	-1	19	-1	-1	23	28	34	18	13	-1	10	17	-1	27	16	-1	-1	-1	26	-1	3	25	2
2	28	34	14	-1	23	3	22	16	18	19	26	27	32	6	7	1	21	25	15	24	9	12	20	11	33	4	29	-1	10	30	17	-1	-1	13	5
-1	15	27	3	24	35	-1	-1	-1	-1	-1	-1	17	26	33	34	36	18	5	30	31	1	4	23	32	13	28	22	25	-1	11	-1	6	10	7	-1
33	7	13	19	10	-1	27	28	5	30	17	-1	20	31	11	22	15	8	2	-1	16	35	-1	32	24	6	36	-1	14	1	18	21	23	4	-1	34
-1	9	-1	12	29	-1	-1	10	7	25	20	4	-1	13	5	16	30	35	27	14	-1	11	6	33	19	-1	26	-1	-1	2	24	-1	28	-1	22	-1
24	-1	5	28	18	-1	10	13	22	33	7	29	34	6	32	35	25	-1	3	4	15	17	-1	-1	8	-1	30	11	1	36	16	31	19	27	14	21
1	27	6	13	36	15	19	35	28	12	5	32	4	10	3	11	-1	-1	33	-1	29	-1	34	-1	21	-1	2	17	-1	-1	25	20	22	23	-1	30
16	34	-1	4	-1	8	1	17	3	20	24	14	9	19	36	33	13	27	7	12	21	25	2	31	35	18	15	32	26	22	-1	28	5	-1	29	11
9	-1	26	29	22	11	2	-1	-1	6	23	30	1	16	31	18	24	20	14	13	35	-1	10	19	12	25	34	7	33	-1	36	4	15	17	-1	8
35	-1	-1	25	-1	31	34	15	4	16	18	36	30	2	12	-1	8	28	11	-1	5	26	20	-1	14	10	-1	6	29	19	9	3	7	33	1	13
7	20	-1	10	14	19	-1	26	11	9	31	25	15	-1	17	21	-1	-1	36	16	1	6	32	30	27	4	13	28	3	23	-1	24	18	12	-1	35
